username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink,,,,,,,,,,
#AintNoWayAroundIt #HouseNiggasBeLike #VoteForTrump #VoteForBernie #wtphuck #NoCompromise … https://www. instagram.com/p/_Gkga8EQwv/,,,,,,,,,,
@CIAInsider yo what I'm with you guys #VoteForTrump,,,,,,,,,,
@Cmitchell915 @SarahMatson1 #VOTEFORTRUMP,,,,,,,,,,
Dont we just love this guy? #VoteForTrump #voteTrump2016 #makeamericastupidagain pic.twitter.com/CJ2mWFeTrx,,,,,,,,,,
#VoteForTrump https:// twitter.com/CNN/status/674 803192450936833 …,,,,,,,,,,
My inner Trump comes out at work.... #Tequila #LosMexicanos #VoteForTrump,,,,,,,,,,
#VoteForTrump #Trump2016,,,,,,,,,,
@pinkdjend @realDonaldTrump @ooo0000ooo3 @LindseyGrahamSC @votefortrump Look at it because this is the future! pic.twitter.com/NMHH5LehiL,,,,,,,,,,
"@Nivodius That funny that their are ""no go"" areas within your own country from these people they're ""forced"" to bring in. @votefortrump",,,,,,,,,,
@Nivodius More than that @Nivodius ! @votefortrump @VoteTrump @VoteTrump @realDonaldTrump @TrumpToTheBone pic.twitter.com/tB8GfdLEMx,,,,,,,,,,
Donald trump has the best ideas,he wants to get rid of the threats. #VoteForTrump,,,,,,,,,
Did+You+Know+That+Sex+with+a+Goat+is+Allowed+Under+Islam? http:// newsninja2012.com/?p=24116 #maybe the #libtards r jelly. #DonaldTrump #VoteForTrump,,,,,,,,,,
Some men just want to watch the world burn. #VoteForTrump,,,,,,,,,,
Donald trump is a bad ass motherfucker and better win as president #votefortrump,,,,,,,,,,
This isn't a race. Just sign up for a spot at the #WhiteHouse and be done with it. #VoteForTrump https:// twitter.com/SalehAStevens/ status/674721704741089280 …,,,,,,,,,,
@realDonaldTrump VoteForTrump ToGetOverTheObamaHump Hillary'sGoingToJail For Lying& ErasingHerEmail. KAP #Trump2016 pic.twitter.com/JbOEDrQQc7,,,,,,,,,,
A truck cut me off on the parkway but it's ok because he had a Trump bumper sticker #VoteforTrump,,,,,,,,,,
"Where saying "" #VoteForTrump "" will get you. pic.twitter.com/YjX9Q23BL1",,,,,,,,,,
Os habeis enterao de que el nuevo concierto de justin es el 10 de enero!!!! #Impactadeishion #YaTengoLaEntrada #VoteForTrump,,,,,,,,,,
If you #VoteForTrump im labelling you a terrorist,,,,,,,,,,
#VoteForTrump https:// twitter.com/itswaltbitch/s tatus/674622273307840514 …,,,,,,,,,,
#DonaldTrump #YourPotus #GoTrump It Is We The People #WeThePeople Vote Trump #VoteTrump Vote For Trump #VoteForTrump pic.twitter.com/lMkSlspYvl,,,,,,,,,,
Murdered by Islam #MurderedByIslam Murdered by Muslims #MurderedByMuslims Vote for Trump #VoteForTrump Trump 2016 pic.twitter.com/pD5K91a4t8,,,,,,,,,,
Sorry gotta post my. #VoteForTrump,,,,,,,,,,
#DonaldTrump #MakeAmericaGreatAgain #liberalscansuckit #VoteForTrump #Trump2016 #TrumpIsRight pic.twitter.com/t6WjGVvoxs,,,,,,,,,,
#Votefortrump while we can still vote, if we make it past Hussein Obama. @AVNetnews @ReGenesisRadio @RealAlexJones,,,,,,,,,
Real women #VoteForTrump #WomenForTrump #MakeAmericaGreatAgain !!!!!!! http:// fb.me/3hUFhvaiY,,,,,,,,,,
#votefortrump,,,,,,,,,,
Always trust a person who doesn't say what he thinks people want to hear. #VoteForTrump #KeepItReal,,,,,,,,,,
#VoteForTrump https:// twitter.com/kendall__06/st atus/674387243688001536 …,,,,,,,,,,
#YourPotus #donaldTrump Out of the Ashes *** Vote Trump #VoteTrump Vote For Trump #VoteForTrump ... #Trump2016 pic.twitter.com/p99nCo8wMx,,,,,,,,,,
Muslims raise almost $100K for victims of San Bernardino shooting http://www. huffingtonpost.com/entry/muslims- raise-money-san-bernardino-victims_566747a7e4b009377b22c1ea … #CaliforniaShooting #Trump #VoteForTrump #Muslims,,,,,,,,,,
I can't wait till Trump wins #VoteForTrump,,,,,,,,,,
@AubinKen1 @Uptomyknees @_Edward_Blake_ Winners Welcome! #VoteForTrump http://www. youtube.com/watch?v=1FJ6WY tLgbo&sns=tw … pic.twitter.com/AlWfLyoQ66,,,,,,,,,,
#VoteForTrump pic.twitter.com/gPHqrhXKqN,,,,,,,,,,
Trump is not disqualified you idiots lol #VoteForTrump,,,,,,,,,,
@jandro0013 @jstcwarrior #VoteForTrump,,,,,,,,,,
#votefortrump,,,,,,,,,,
If you dont agree with trump you should get the fuck out the country too #VoteForTrump,,,,,,,,,,
Can't Wait Till Trump Moves In #TRUMP2016 #TrumpForPresident #TrumpTrain #TrumpArmy #VoteForTrump #BuildTheWall pic.twitter.com/ezxz8vsoMX,,,,,,,,,,
They giving out free obama phones here in the bronx. i rather have a better future for my kids. #votefortrump #2A @realDonaldTrump,,,,,,,,,,
@realDonaldTrump this is crap.. #WakeUpAmerica #2A #votefortrump pic.twitter.com/xx4LlwqNSk,,,,,,,,,,
@LucyBluePaddy @LBC @IainDale , Thumbs up 4 @realDonaldTrump , thumbs down 4 @BarackObama . #votefortrump #USA #UK pic.twitter.com/cmq5HwEsX6,,,,,,,,
@LBC @IainDale , The @realDonaldTrump if he was @POTUS would carpet bomb ISIS and put radical Islam back into 7 th century! #votefortrump,,,,,,,,,
#VoteForTrump https:// twitter.com/musicnews_shad e/status/674235877581856768 …,,,,,,,,,,
@TimX19 @Jenn_Abrams @votefortrump @VoteTrump I agree,its a huge mess over there and every day I read more rapes and more carnage.Trump2016,,,,,,,,,
The only only way to #MakeAmericaGreatAgain is #votefortrump @DonaldJTrumpJr,,,,,,,,,,
#VoteForTrump https:// twitter.com/gabayyye/statu s/674067523696918528 …,,,,,,,,,,
Well.. #VoteForTrump pic.twitter.com/ot3EYjqfpT,,,,,,,,,,
What. An. Idiot. If you #VoteForTrump so are you. https:// twitter.com/realDonaldTrum p/status/673741357190615040 …,,,,,,,,,,
@TheRealXPac #votefortrump :),,,,,,,,,,
#Trump2016 #TrumpforPresident2016 #VoteForTrump https:// twitter.com/motelroses/sta tus/671900362589134850 …,,,,,,,,,,
@realDonaldTrump 2016 CAN'T COME FAST ENOUGH! #MakeAmericaGreatAgain #VoteForTrump #Trump2016 pic.twitter.com/1PiMldQluJ,,,,,,,,,,
#VoteForTrump pic.twitter.com/A6MgwkNqn7,,,,,,,,,,
#voteforTrump https:// twitter.com/desusnice/stat us/673298829043724289 …,,,,,,,,,,
#VoteTrump Vote for Trump #VoteForTrump Vote for Donald Trump #VoteForDonaldTrump Vote Republican #VoteRepublican pic.twitter.com/fTfnH8c4OY,,,,,,,,,,
Just saw a #VoteforTrump trend on Facebook and it made me very uncomfortable,,,,,,,,,,
#VoteForTrump,,,,,,,,,,
Blah blah blah blah More PC BS no thanks #Trump2016 #VoteforTrump @realDonaldTrump #ChristiansStandUp #AmericaWakeUp https:// twitter.com/cnnbrk/status/ 673290839930507264 …,,,,,,,,,,
3 weeks in and my racism is coming out. IDK WTF YOURE SAYING BERTA. #votefortrump #buildthewall,,,,,,,,,,
You know," just casually exercising his ""2nd amendment right"" in a memphis highschool hallway #votefortrump #smh http:// fb.me/4DEYiedCn",,,,,,,,,
The accuracy of this cartoon is scary. Our country will be destroyed if Hillary is elected! #VoteForTrump pic.twitter.com/x2czti6SXL,,,,,,,,,,
¡Vamos juntos hacia la victoria @realDonaldTrump ! #VoteForTrump,,,,,,,,,,
#votefortrump https:// twitter.com/tcaxo_/status/ 671861066956189700 …,,,,,,,,,,
I talked some politics in my business class today. #republican #voteforTrump,,,,,,,,,,
#votefortrump https:// twitter.com/djbooth/status /672452908286365701 …,,,,,,,,,,
Cash out and move to Canada. “ @Slim_Jim_ : My vote don't count thaaaat much.. So #VoteForTrump https:// twitter.com/tcaxo_/status/ 671861066956189700 … ”,,,,,,,,,,
AWESOME! #GoTrump #TrumpforAmerica Trump will #MakeAmericaGreatAgain NO OTHER CANDIDATE CAN SAY THAT! #VoteforTrump https:// twitter.com/DanScavino/sta tus/672272196304306177 …,,,,,,,,,,
#VOTEFORTRUMP so my dad can get kicked out and I'll be left w his trucks,,,,,,,,,,
@AmirSabrina @jewdrizzle3 @realmattforney brown on the outside but white on the inside #votefortrump,,,,,,,,,,
@Mediaite let me guess that the suspect is not from Sweden? #votefortrump,,,,,,,,,,
#VoteForTrump #Trump4President #TeamTrump #TrumpArmy #TrumpTrain pic.twitter.com/aJAPlnezZr,,,,,,,,,,
#VOTEFORTRUMP #VOTEFORTRUMP #VOTEFORTRUMP https:// twitter.com/tcaxo_/status/ 671861066956189700 …,,,,,,,,,,
#Trump2016 #votefortrump #TrumpTrain pic.twitter.com/ejDYX1rIzH,,,,,,,,,,
Yet another person convinced to switch to the Republican Party to #VoteForTrump in the primary #Trump2016,,,,,,,,,,
WAKE UP #IOWA ! Ted Cruz is #WallStreet & Marco Rubio is #GangOf8 . Neither has standing to debate Hillary on either issue. #VoteForTrump,,,,,,,,,,
@foxandfriends #VoteForTrump,,,,,,,,,,
#VoteForTrump https:// twitter.com/cruzzzerr/stat us/671901364184702976 …,,,,,,,,,,
#voteforTrump https:// twitter.com/tcaxo_/status/ 671861066956189700 …,,,,,,,,,,
Got my vote ! #voteforTrump https:// twitter.com/tcaxo_/status/ 671861066956189700 …,,,,,,,,,,
Take out food stamps and ship the immigrants back where they came from #VoteForTrump #Merica https:// twitter.com/thisisinsider/ status/669183475371503617 …,,,,,,,,,,
Just stop with the debates. Trump is winning either way. #votefortrump #myvotegoestotrump,,,,,,,,,,
Truth! Strange the MSM told it back then, but they deny it or have no memory of it now. Really? #VoteForTrump https:// twitter.com/realdonaldtrum p/status/671710514007904256 …,,,,,,,,,
Truth! Strange the MSM told it back then, but they deny it or have no memory of it now. Really?? #VoteForTrump ! https:// twitter.com/realdonaldtrum p/status/671716793195634688 …,,,,,,,,,
#VoteforTrump pic.twitter.com/ez7LSL5k3i,,,,,,,,,,
Before #TrumpInMacon , played @Adele , #AndrewLloydWebber , @AndreaBocelli , #TwistedSister , and a terrible song called #VoteForTrump .,,,,,
#VoteForTrump pic.twitter.com/WsOn0YTTKh,,,,,,,,,,
Bye bye to our good friend @rigog_35 if this happens “ @AnthonyFord15 : Lets make America great again! #VoteForTrump ”,,,,,,,,,,
Lets make America great again! #VoteForTrump,,,,,,,,,,
https://www. americanprogress.org/issues/immigra tion/report/2015/01/06/101605/the-changing-face-of-americas-electorate/ … #votefortrump THIS IS YOUR LAST CHANCE ELSE EL CHAPO WILL DECIDE FOR YOU! IF U LIKE 3RD WOULD DO NOT VOTE 4 TRUMP,,,,,,,,,,
EXCEPT FOR @realDonaldTrump ! None of the REPUBLICANS will take AMNESTY off the table even CRUZ! #votefortrump THIS IS YOUR LAST CHANCE!,,,,,,,,,,
M¥ NiKKA @bobbyjindal GET$ HO£$!!! #BlaccRepublikanz #votefortrump #GETMONAYHOE https:// instagram.com/p/-d1pQ7k3D7/,,,,,,,,,,
Today is not soon enough! #Trump2016 Dont B an #EstablishmentSlave #VoteForTrump https:// twitter.com/DanScavino/sta tus/671140013984321536 …,,,,,,,,,,
@ProsAndConCons #votefortrump,,,,,,,,,,
#votefortrump https:// twitter.com/tevindeale/sta tus/671025335014682624 …,,,,,,,,,,
@TheEconomist and here comes an end to ... the humanity. #VoteForTrump !!,,,,,,,,,,
Retweet to spread the word! #Trump2016 #VoteForTrump #MakeAmericaGreatAgain #TrumpTrain #TrumpArmy,,,,,,,,,,
Obama can't touch these guns lol. #workingout #votefortrump pic.twitter.com/SyCYyAURuu,,,,,,,,,,
Jay Cutler is a god #votefortrump,,,,,,,,,,
#VoteForTrump pic.twitter.com/Mh87pRXeZq,,,,,,,,,,
I'm sure if Bernie Sanders gets elected there will be... #NoHandouts #VoteForTrump https:// twitter.com/justagirithing /status/670027230139957248 …,,,,,,,,,,
*spits coffee out* #VoteForTrump = > Donald Trump Slammed After Mocking Disabled Reporter http:// nbcnews.to/1Oiz4WF,,,,,,,,,,
Ain't no way Cruz is ahead! Everyone #VoteForTrump ! https:// twitter.com/WayneDupreeSho w/status/669680382594441216 …,,,,,,,,,,
#VoteForTrump pic.twitter.com/HPf3zBZFaC,,,,,,,,,,
#votefortrump https:// twitter.com/lifeasrednecks /status/669551272442372096 …,,,,,,,,,,
god damn it. it isnt niall's meme guys its fucking trumps meme #votefortrump #wakemeupinside #[cantwakeup] pic.twitter.com/pZkdyAbBLn,,,,,,,,,,
@JohnKasich Ilove it!, and I'm still voting for @realDonaldTrump #votefortrump https:// twitter.com/CindyBlackwel1 2/status/669329357673005056 …,,,,,,,,,
This video reminds me of the presidential debates!! Wait for it... https:// youtu.be/D6Vptpml158 #votefortrump,,,,,,,,,,
Current Newsmax poll puts #VoteforTrump at 57% killing the field of competition. When will the media and... http:// fb.me/4fOe5hxhF,,,,,,,,,,
Minor setback major come back USA #VOTEFORTRUMP,,,,,,,,,,
If you're an inbred backwater Klan member too fucking stupid to tie your own shoes... #VoteforTrump https:// twitter.com/cnni/status/66 9028927021654016 …,,,,,,,,,,
#AlbertoDelRio is probably the only Mecican actually legal to live here because WWE don't mess around with that crap. #VoteForTrump #RAW,,,,,,,,,,
Trolling Song Of The Day: #VoteForTrump ! @frcdc @nomupdate #TCOT #Women [AUDIO] http://www. joemygod.com/2015/11/23/tro lling-song-of-the-day-vote-for-trump-audio/ …,,,,,,,,,,
@JMontanaPOTL @Callisto1947 Do you mean #VoteforTRUMP ?,,,,,,,,,,
I love trump #votefortrump,,,,,,,,,,
RT RaymondB__: #politics #obamasucks #bigbadwolf #america #votefortrump #makeamericagreatagain … … … … … … … … … …… http:// ift.tt/1If5wn3,,,,,,,,,,
http://www. joemygod.com/2015/11/23/tro lling-song-of-the-day-vote-for-trump-audio/ … #voteforTrump #Election2016 #America,,,,,,,,,,
@sommer__keleman thanks darling, I'll be the next Donald trump in no time #voteforTrump,,,,,,,,,
#MakeAmericaGreatAgain & #voteforTrump @realDonaldTrump @AnnCoulter @DanScavino @CLewandowski_ @rescuetracker81 pic.twitter.com/qQfwbXIOAo,,,,,,,,,,
RT RaymondB__: #politics #obamasucks #bigbadwolf #america #votefortrump #makeamericagreatagain … … … … … … http:// ift.tt/1If5wn3,,,,,,,,,,
@realDonaldTrump Such a handsome man and President. #trump4prez #votefortrump #MakeAmericaGreatAgain #youngerage pic.twitter.com/D731hjBLsZ,,,,,,,,,,
@realDonaldTrump @TeresaC85469500 @TheFix @pbump Mr Trump: keep speaking out and for the ppl! #voteforTrump,,,,,,,,,,
If you want to see America torn apart, #VoteForTrump https://www. washingtonpost.com/news/post-poli tics/wp/2015/11/22/black-activist-punched-at-donald-trump-rally-in-birmingham/?tid=sm_tw …,,,,,,,,,
@Colin_beresford thanksgiving is communist #votefortrump,,,,,,,,,,
http://www. aol.com/article/2015/1 1/21/controversy-over-comedy-clubs-hillary-clinton-roast-video/21270341/ … #HillaryClinton can't handle jokes, so how could she handle the presidency? #MakeAmericaGreatAgain #VoteForTrump,,,,,,,,,
#VoteForTrump pic.twitter.com/HPbbKNjKIX,,,,,,,,,,
@joanneatom Joke, Rt? #Trump already IS running as an Independent," just paying lip-service to GOP voters. He no values except "" votefortrump """,,,,,,,,
IF we all come together: white, black, dems4trump, republicans, & all others that love USA-get out & #VOTEforTRUMP ! https:// twitter.com/TheGreatFeathe r/status/668556429423484932 …,,,,,,
HBD @mollyyadlerr !!!!! #legal #shescomingforyourdads #votefortrump pic.twitter.com/NVhmfThTdC,,,,,,,,,,
#VoteForTrump #Trump2016 #DonaldTrump @realDonaldTrump Hagel: Focus on ISIS, not Assad http://www. cnn.com/2015/11/22/pol itics/chuck-hagel-syria-isis-assad/index.html …,,,,,,,,,
#VoteForTrump https:// twitter.com/chxlsev/status /668461901152706561 …,,,,,,,,,,
redneck bios be like: Conservative Republican. Proud father of my wife. #WhiteLivesMatter #VoteForTrump,,,,,,,,,,
#VoteForTrump,,,,,,,,,,
#TRUMPFORAMERICA #VOTEFORTRUMP #VOTETRUMP #NoSyrianRefugees #ImpeachObamaNow #IMPEACHOBAMA https:// twitter.com/vickibazter/st atus/668349154712621056 …,,,,,,,,,,
LOL! #TRUMPFORAMERICA #VOTEFORTRUMP #VOTETRUMP #WakeUpAmerica #MakeAmericaGreatAgain https:// twitter.com/WayneDupreeSho w/status/668135541486051329 …,,,,,,,,,,
#TRUMPFORAMERICA #VOTEFORTRUMP #VoteTrump2016 #MakeAmericaGreatAgain https:// twitter.com/Linda_Paris/st atus/668380680422883328 …,,,,,,,,,,
#TRUMPforDIVERSITY #TRUMP2016 #MAKEAMERICAGREATAGAIN #TRUMPFORPRESIDENT #TRUMPTRAIN #TRUMPFORAMERICA #VOTEFORTRUMP https:// twitter.com/DianeHauschild t/status/668413342688546816 …,,,,,,,,,,
#Trump2016 #DonaldTrump #VoteForTrump @realDonaldTrump Only TRUMP Not Ted Cruz pic.twitter.com/SjyL0X5z4Y,,,,,,,,,,
Yes, check your state election laws. to #VoteForTrump in primaries, you may have to be registered Republican. https:// twitter.com/Justice41ca/st atus/668266246656294912 …,,,,,,,,
#VoteForTrump unless you feel bad for hoe Hillary cunt Clinton.,,,,,,,,,,
#Trump2016 #votefortrump lets make america great again @realDonaldTrump pic.twitter.com/D9I8N4zbeZ,,,,,,,,,,
So Your a Immigrant? #VoteForTrump You Gotta Go https:// twitter.com/alivspunk/stat us/668122586723807233 …,,,,,,,,,,
#VoteForTrump It's the #YearOfTheDonald and our only hope to #MakeAmericaGreatAgain https:// twitter.com/NewportLost/st atus/668101334596526080 …,,,,,,,,,,
Real Women #VoteForTrump because #TrumpIsRight and L*O*V*E*S America and shall PROTECT WOMEN from Sharia Law... http:// fb.me/6VSg3ikDa,,,,,,,,,,
#Trump #TrumpTrain #texasfortrump houstonfortrump #votefortrump,,,,,,,,,,
The #preppers knew what the heck they were doing. Gonna find me some land! Please leave your bug out to #VoteforTrump,,,,,,,,,,
#VoteForTrump https:// twitter.com/realdonaldtrum p/status/666060370692448256 …,,,,,,,,,,
#VoteForTrump https:// twitter.com/realDonaldTrum p/status/667329429912338432 …,,,,,,,,,,
@ComplexMorality @Chepe_2121 hey that's my cousin #VoteForTrump #YouShouldFollowMyCousin,,,,,,,,,,
#VoteforTrump https:// twitter.com/thereaidonald/ status/666306133741694976 …,,,,,,,,,,
Merica #VoteForTrump https:// twitter.com/jesseryanusa/s tatus/666367466793103360 …,,,,,,,,,,
@TaylerFoster @JOEzQUINN dare I say it? #trump2016 #votefortrump,,,,,,,,,,
@MattySibbz bush was a true american #votefortrump,,,,,,,,,,
Any liberals out there FIGHT ME #votefortrump #saveamerica,,,,,,,,,,
I'm done watching Carson. Can't handle his 2 second power naps anymore! He's like watching grass grow. #VoteForTrump pic.twitter.com/B7JT2U3aHb,,,,,,,,,,
#VoteForTrump #Trump2016 #MakeAmericaGreatAgain Liars: pic.twitter.com/kF7VRyKLhf,,,,,,,,,,
#VoteForTrump #Trump2016 They are the cause of today's suffering. Trump will Make America Great Again. pic.twitter.com/eAs1uFYZfF,,,,,,,,,,
#VoteForTrump #Trump2016 No more US Troops in foreign wars. Stupid George Bush. Trump will Make America Great Again pic.twitter.com/C7mtjSJupf,,,,,,,,,,
Go vols and #votefortrump https:// twitter.com/everything_tn/ status/666425329272123393 …,,,,,,,,,,
My favorite sprintcar of 2015 #VoteForTrump pic.twitter.com/l7QZ17gJNp,,,,,,,,,,
Obama's speech in Turkey, screamed #VoteForTrump,,,,,,,,,
Bombings, Ronda loosing, aliens flying over us. I blame the mexicans tbh #VoteForTrump,,,,,,,,
At the Donald Trump rally in Knoxville! #trump2016 #votefortrump,,,,,,,,,,
@BobbyJones_23 @tonypockets530 @Bailey_Kassel #votefortrump #sendthemback,,,,,,,,,,
@theblaze #TeamTrump #VoteforTrump #Texas4Trump #Hispanics4Trump,,,,,,,,,,
